subject_id,x,y
S061,-3.770831489527102,1.437946462818258
S062,10.205528322423822,-10.213858730469243
S063,-8.123459876977803,-1.7343140364012768
S064,-4.435101848526799,-2.780815890613455
S065,15.910580399567909,-6.834276108672959
S066,-3.8642222702039213,-3.5986801830086868
S067,-2.3253153342484727,-0.5019386110122855
S068,-6.688571787113076,-2.381863572411934
S069,-0.34077257445190234,-3.000329121133033
S070,-3.788360013519589,-1.3389057319379474
S071,-10.001605525305575,-1.077196330406948
S072,-3.2412597373034546,-6.1651980990287125
S073,-3.7928944207139237,0.43486942410251306
S074,-3.055817196260171,-2.648168015042565
S075,0.6657682103503375,-1.9334946815662009
S076,-6.974930186428724,-0.3677603689030461
S077,-2.5025471782314948,-4.330272004550692
S078,-9.053377151242454,-0.14273176726540512
S079,-6.200760320358849,-2.388987168080923
S080,-2.7852941190730998,-6.082355247001843
S081,-3.720823761645175,-3.70754962484394
S082,-0.4115348776532269,7.433648744486864
S083,-5.361201388947193,-3.033621238307952
S084,-7.475536169746578,0.12943066752624072
S085,-0.6910286055494405,-2.4787019397787797
S086,1.0476081034569202,-8.817233645699645
S087,-5.480156598898153,0.3472314826344351
S088,-2.6171929318513043,-5.160661125947799
S089,-5.842124895742296,-2.667316595022812
S090,-2.921742330923466,-2.6753498034458105
S091,-6.8554260581177,-2.2964716865217816
S092,-4.498608909051153,-1.1903478323668633
S093,-4.738756048653082,0.22810724710867544
S094,12.590584614514263,18.714812929803223
S095,-1.987163206731532,0.2119477906210166
S096,-3.0234455725579514,4.669040770247778
S097,-3.1794931858077837,-2.31486969951774
S098,-7.609449526105167,0.11968785586015548
S099,-5.300431185107186,2.1197767931551716
S100,-6.874237430546394,1.9340064835776158
S101,-2.8791552438729924,-0.7212672793144751
S102,-7.3010652573115795,-0.12935220871527076
S103,4.283027526209087,8.361302675899
S104,-6.530308441684057,-0.05994926411690422
S105,-8.075805235655762,0.7972734991051458
S106,-2.7644250789562026,2.0011558542990624
S107,-7.216429347610949,2.0119122734194907
S108,-5.847320763572479,-1.1528523384326836
S109,-4.6316580230055635,1.4966280537152052
S110,-3.8592920065546745,-4.173307077031819
S111,1.8137704479631505,-7.634986785818474
S112,-7.718860387098877,-0.44135755616245587
S113,21.45140815621159,-13.594438831471788
S114,0.5858443352923504,3.111864149833395
S115,0.20556890886834228,2.4666835710272252
S116,-4.335137292135476,-1.276751141601973
S117,0.2870990429097364,-0.7150361044829253
S118,-5.614971831500843,1.1925967401812423
S119,-8.328368562786507,1.2733728137758784
S120,-6.214468124981583,0.07718417946777772
S121,0.8808049356728392,0.12355781082248693
S122,-4.191251863456768,-1.7645661573786224
S123,3.7273693795809866,-8.219807826346168
S124,-0.015419716937445852,-3.7529302299420393
S125,2.6257637449432027,-4.438067495588917
S126,-5.54158309107955,-0.709362743765593
S127,8.962031174785627,-5.60693483883871
S128,-0.07402351445036118,1.1316390789285042
S129,-4.322236269377032,-0.2619474308564298
S130,19.98529378207779,-7.927138233420868
S131,1.1349189292679758,1.2753777743513468
S132,2.485724015243767,-3.987741649115962
S133,0.8618108094830741,2.118779994297361
S134,-1.0845893960867838,-1.4875502480418874
S135,-2.866001332855968,3.556115988578753
S136,-5.426962822152767,1.5839730054342311
S137,3.663179867076155,-4.128460119265415
S138,2.1149088150307147,-5.964403602666142
S139,-6.634190352823731,3.1240436130165454
S140,-3.621208613962386,2.718484631496409
S141,-8.314850016490476,-0.1369165395554866
S142,-8.313344129776098,-0.34183227542714867
S143,-7.344421823441097,-0.18038672860316018
S144,-4.099885992070742,1.037458020698136
S145,-1.4499111427395412,1.0340579743411928
S146,-3.8613385684260946,4.8405588921458325
S147,-1.9775343643948975,2.144910549619845
S148,-4.717841588198911,-1.7263721405993626
S149,-4.908687374776116,-2.796482972177971
S150,-0.7960370749006431,-0.34255884451391944
S151,-5.7302933574408375,-0.6188486400147094
S152,-6.388616145274789,-0.4138773932166376
S153,3.080369296651383,-0.24860113668440803
S154,3.2018955978696253,1.3157253406272802
S155,-4.788656315926781,-1.9945444187919443
S156,3.9242842585262387,-2.133259855147585
